Review,Rating,Sentiment
informative pelayanan ramah dan pengiriman cepat,5,Positive
barangnya oke kayanya original cuma pas nyampe dah kurang bagus kondisinya hehehe tapi masih okelah,4,Positive
cepet bgt sampai nya makasih seller sukses terus,5,Positive
mantaps packing super amannnn rasa pasti oke sampai bandung dgn kondisi baik,5,Positive
seller super responsive thank you,5,Positive
sampainya agak hancur sih cuma mungkin wajar yah pengiriman luar kota thanks seller dan pak kurir,5,Negative
puas banget dikirim udh di kasih buble dan kardus jd aman cm karena pesen dah mau lebaran jd lama di ekspedisi,5,Positive
respon penjual cepet bgt barang sampai tepat waktu mantab sip,5,Positive
barangnya aman dan baik tetapi tanggal expired tidak ada mohon selanjutnya dicantumkan,5,Negative
akhirnya yg di tunggu datang dah kek nunggu kepastian aja nunggu paket ini haha,5,Positive
agak kecewa karena lama sampainya tgl expired nya hari ini pula ketika paketnya sampai jadi sedih,4,Negative
pesan sabtu hr selasa br smpe pdhl jogja pwrjo ga dekat barng dua produk agak hancur,4,Negative
kurir entaraja super lelet barang telat jadi kondisi udah kurang enak,4,Negative
pengirimannya lambat takut exp dijalan,3,Negative
ori,5,Positive
paket sudah sya terima dgn baik dan sesuai keinginan terima kasih buat tokopedia dan seller jga buat kurirnya,5,Positive
oo,5,Negative
seller nya fast respon pengiriman nya juga cepat best lah,5,Positive
alhamdulillah pesanan kuenya sudah sampai mudah2an rasanya enak pengiriman lumayan cepat terima kasih untuk semuanya,5,Positive
respon penjual cepat,5,Positive
isi toples sedikit,4,Negative
alhamdullah paket dtang dengan mulus,5,Positive
bukan saya yang makan pacar saya tapi saya yang checkout,5,Positive
barang udh smpe dengan selamat paking rapi pake plastik bubble pengiriman cepat seler responsip,5,Positive
capat dan tepat thank you kaka,5,Positive
diterima dengan kondisi baik cepat sampai alhamdulillah puas belanja disini sellernya ramah,5,Positive
pengiriman cepat packing rapiaman daaaan bakpianya enak bangett expdate masi lama mantavvv pokonya mah makasi banyak seller,5,Positive
packing rapi dan aman seller responsif dan ramah,5,Positive
respon ok matur suwun,5,Positive
paket keterima dg baiik proses nya cpt seller sangat ramah dn bakpia msh fresh trmksh byk kak sukses selalu ya toko ini rekomended yaa,5,Positive
enak dan cepat sampai terimakasih,5,Positive
pancking rapi jadi tdk hancur bakpianyaa pokoknya toko ini the best,5,Positive
pesanan diterima dengan baik seller responsif terima kasih,5,Positive
sedih banget beli 2 pax tapi kok ga diliat expirednya kak padahal lagi mau bgt bakpia pas mau dimakan udah expired udah rusak bakpianya tolong diperhatiin tanggalnya kak sebelum dikirim,3,Negative
cemilan terfavorit nya krucil kirim lsg dari yogya expired nya 5hari,5,Positive
cepat sampai wrapping aman dan memuaskan thanks seller,5,Positive
matabbzz pokoknya,5,Positive
pelayanannya ramah dan cepaat,5,Positive
komplain saya gak direspon saya gak mau duit kembalikan kenapa tidak dikirim sisanya yg kurang,3,Negative
paket diterima dengan baik tanpa rusak dan sesuai ekspetasi terima kasih,5,Positive
barang diterima sesuai packing oke harga oke namun agak lama dipengiriman namun kue masih fresh enak lembut oke thanks,5,Positive
makasih kak spikoenya udah sampai cepet banget padahal pakek ekspedisi reguler terpercaya insyaallah akan order lagi lain waktu,5,Positive
cepat aman ramah,5,Positive
terima kasih sampai dg selamat,5,Positive
respon seller gercep hanya packing langsung memakai dus kuenya sehingga spikoe nya mblesek ketekan sehingga agak gepeng dan lebih padat pengiriman sicepat memang cepat,5,Negative
barang sudah sampai dengan baik dan cepat yaaaa,5,Positive
kue masih fresh oke,5,Positive
kue favorit buat oleh2 dari surabaya pelayanan cepat nggak repot2 lagi kalo pas pengen bisa pesan disini,5,Positive
seller ramah dan pengiriman cepat banget surabaya ke tangerang sukses selalu buat seller next order lagi,5,Positive
beli hari rabu jumat dah samp jkt oke bangett,5,Positive
diterima dalam keadaan baik kedatangan sesuai deskripsi,5,Positive
belum dicoba,5,Positive
packing rapi tidak pecah bentuk penampilan mantap semoga rasa nya jg mantap blm dicoba sih,5,Positive
ancur bgtu smpe,1,Negative
enakkkkkk bgt pas rasanyaaaa sukakkkkk,5,Positive
nastarnya lumayan enak dgn hrg segitu paking bagus rapi bublerapnya tebal sayang kurirnya anterajasangat kurang ajar brg lgsg dilempar kedalam melewati pagar rmh yg tinggi lsg pergi,5,Positive
sangat puas kuenya aman semua alhamdulillah,5,Positive
alhamdulillah nastarnya sudah diterima dg baik nastarnya enak harga terjangkau kesukaan suami penjual ramah amanah jangan ragu beli disini,5,Positive
enaaaak bangeeettt lembuutt nanasnya gak pelit lagi kasih nya mau pesen ahh buat lebaran,5,Positive
enak rasanya pas gak repot langsung makan bt lebaran mau order lg thx u,5,Positive
packing bagus brg sesuai deskripsi expired masih agak lama,5,Positive
seller responsif exp masih lama barang sesuai ga ada yg remuk pakai gosend will repurchase,5,Positive
pesanan sesuai thanks,5,Positive
fast respon rasanya juga enak pengemasannya juga menggunakan double wrapping terima kasih yaaa,5,Positive
mantaaabbb sesuai spec and seller responsive thanks kaaaaak,5,Positive
cept sampai cuman ya harga nya lebih maahal,5,Positive
sdh terima sesuai pesanan,5,Positive
enak rasanya renyah coklatnya kruncii recomended lah pengantaran jg cepat shg makanan fresh kita terima,5,Positive
ori tpi sayang packingnya kurang aman jdi sebagian penyok,5,Negative
pengiriman cepat pakai kardus dan bubble wrap mantap,5,Positive
sudah repeat order berkali kali dan selalu memuaskan pokoknya sukses terus ya,5,Positive
seperti biasa selalu puas belanja disini sukses terus ya kak,5,Positive
paketnya sdh sampai dgn selamat terima kasih yaa,5,Positive
ukuran kecil rasa biasa aja,3,Negative
ga perlu ke malang kalo kangen pia enak ini bungkusnya rapi ngirim cepat dan barang fresh banget serasa belanja sendiri ke malang,5,Positive
all good packaging taste delivery services thanks a lot,5,Positive
exp nya sama dengan yg 2hr lalu pesan gpp deh yg penting sampai dgn selamat,4,Positive
enak bangettt inii,5,Positive
kirain isinya sama 250gram eh yg hokaido isi nya cuma 100gr bukan 250gr,3,Negative
pesanan sudah sampai dan tidak mengecewakan,5,Positive
barang diterima dengan baik thank you seller,4,Positive
cepet sampe nya,5,Positive
aaaaaaa seneng banget dapet ㅠㅠ terimakasih dan sukses selalu seller,5,Positive
agak hambar tapi enak ringan banget gak kaya kue biasanya,4,Positive
untuk kedua kalinya pesen cookies ini jujur buat orang yg lagi jaga pola makan dan jaga gula seperti aku cookies ini cocok banget untuk di jadikan cemilan di saat laper,5,Positive
enak cookiesnya pengiriman cepat dan aman,5,Positive
fast respon packagingnya bagus banget barang sampai tepat waktu tks banyak,5,Positive
enakk bangettt sukaa packaging nyaa juga baguss siii harganya segitu termasuk murah cookies nya lembut,5,Positive
enak bgt kuenya,5,Positive
cookiesnya enak,5,Positive
produknya servicenya terutama puaaass bangeett,5,Positive
baguss sukaa,5,Positive
cepet bgt sampe kaget thank you ya kak,5,Positive
enaaak coklatnya enak chewy nya dapet manisnya pas sih kalau di aku,5,Positive
enak banget super worth the price bakal pesen lagi,5,Positive
packing juara bgt makasih gan,5,Positive
responsif sellernya aman belum dicoba si hehe tapi packagingnya aman makasii seller,5,Positive
proses cepat saya pake buat susulan parsel terkejar packing aman bgt sampe dalam kondisi mulus thanks seller sukses ya,5,Positive
kue mantap n seller responsif kurir anter aja sudah tau roti maen lempar aja,5,Positive
rasanya lumayan tapi menurut sy wysmannya ngga terasa lbh ke rasa nanasnya karna filling nanas lbh byk,4,Positive
penasaran sama nastar wisman ternyata mank enak paduan rasanya dapet semua baru dibuka ngga lama abis ma bocah untuk packing super aman dan rapi trims ya toko kriuk jaya next order lagi,5,Positive
uenaaakk tenanrespon n pengiriman cepat packing aman,5,Positive
fast respon pengiriman cepat packing aman mendarat dgn selamat dan ga remuk blm dicoba semoga enak nanti 1 bintang menyusul,4,Positive
kurang maknyuss,2,Negative
fast accurate as described recommended aaa seller,5,Positive
my fav cookies,5,Positive
choco cookie yg lekker banget sayang sy salah pilih toping pilih rock salt jd ada asin2 gitu next pasti order lg dg toping yg lain,5,Positive
uenake poll akan repeat order,5,Positive
edannnnnn bgtttt enak sekali seller ramah dan responsif makasih banget bonusnya sukses terus ya,5,Positive
seller ramah pelayanan maksimal,5,Positive
really good quality and premium dark chocolate cookies must try,5,Positive
sudah pernah beli sblmnya enak dengan apel yg manisnya pas,5,Positive
selalu enak rekomended,5,Positive
respon toko ok kurir lelet sameday 12jam,4,Negative
enak tp ukurannya imut 15x8 cm sekali lahap habis deh,5,Positive
semua item sesuai orderan seperti biasa selalu prosesnya cepat packing dan kirim rapi untuk rasa dan kualitas rotinya keluarga kita cocok chewy tp lembut teksturnya challa selalu masuk item yg diorder setiap belanja di sinu thaaanks n sukses selalu,5,Positive
kuenya enak dan berkualitas harganya pun lumayan murah proses dan pengiriman juga cepat pokoke oke,5,Positive
selalu enak manisnya pas pastry nya sesuai dgn selera saya wanginya menggoda,5,Positive
enaakkk bgt wangiiinyaa menusukk dihidung menggugah wanginya lembuutt enaakkk bangeett suksessss yah grandpas store di jakbar,5,Positive
selalu puas belanja pia di sini thankyou ya,5,Positive
cepat responnya mantap,5,Positive
thankyou gan,5,Positive
thankyou gan selalu langganan di sini,5,Positive
diterima sesuai pesanan respon seller baik dan proses pengiriman cepat,5,Positive
wah mantap ini orisesuai aplikasi di kemas sangat baik ya pakai bubble dan dus pengirimnya juga baik bagus aman re order lagi,5,Positive
selalu puas blj disini pengiriman cepat good seller,5,Positive
top bintang berbicara,5,Positive
udah dua kali order disini emang suka banget sama pia mangkok udah lama ga ke malang jadi beli online wkwk,5,Positive
alhamdulilah paket sudah sampai tidak ada damage sama sekali ada bubble wrap tebal juga plus dapat photocard bangtan terimakasih seller terimakasih tokopedia,5,Positive
dari toko nya pengiriman barang baik dan kemasan aman barang sangat baik sesuai dg gambar dan nilai bermanfaat nya lebih tinggi dari harganya saya pasti belanja lagi umi jember,5,Positive
produk diterima dengan baik dan aman expired masih lama,5,Positive
tumben ini x agak cepet pengiriman nya semoga seperti ini pengiriman nya cepat,5,Positive
terima kasih tokopedia packaging super rapi dan pengiriman super cepat akhirnya sampai hari terakhir event masih bs dpt pc bts thankyou,5,Positive
biar bintang yg berbicara hehehe pokoo nya puas,5,Positive
saya tidak ada masalah dengan kualitas barangnya yang membuat saya kecewa adalah alur kerja dari tokocabang yang tidak bisa membatalkan pesanan sesuai penjelasan admin udah gitu adminnya sendiri jarang baca chat padahal sering online seharusnya 1 kalau memang tokocabang tidak bisa membatalkan pesanan harus ada notifikasi khusus di tokopedianya 2 admin harap lebih sering merespon chat terutama jika ada kasus2 seperti ini gimana kalau pesanan harus batal karena alamatnya salah apa iya tidak bisa dibatalkan juga kok jadi ribet ya dengan adanya tokocabang,1,Negative
enak cakenya dapat pc yeay,5,Positive
barang sampai dengan selamat dapet pc bangtan juga siip terimakasih seller,5,Positive
sesuai pesanan cepet banget kemarin pesen hari ini sampe makasihh,5,Positive
order ke sekian kalinya selalu puas belanja disini harga lebih murah packing rapi pengiriman cepat rekommended seller,5,Positive
enak renyahpackingnya rapi aman banget sangat puas,5,Positive
alhamdulillah dapet pc bts puas bgt sama pelayanan tokonya fast respon paketnya aman rapih trus cepet bgt nyampe pesen kemaren skrg udh nyampe btw cookies nya enakkkk,5,Positive
pengiriman cepat packing super aman,5,Positive
produk ok lain kali kalau serahkan barang ke kurir jangan terlalu malam karena sampainya ke penerima jadi molor 1 hari,5,Negative
1 kotak kardus pengiriman tidak ada tanda stiker makanan jadi kurir tidak hati hati dan pengiriman dengan cara di lempar ke pagar 2 pemesanan pengiriman hingga diterima membutuhkan 4 hari padahal sudah bayar untuk pengirman express,3,Negative
sdh minta expired datenya lamaan ini tinggal 2 hari lg kadaluarsa dr paketnya sampai gimana sih mba sy sdh pesen di catatan,3,Negative
tepat waktu pengirimannya kemasan siip,5,Positive
kurang kering,4,Negative
cheese roll sampai dengan selamat tidak hancur rasanya enak,5,Positive
chesse roll kesenangan anak2 aku kl kita ke bandung pasti mampir ke kartika sari buat beli oleh2 makasih ya ks paketnya udah di trima,5,Positive
alhamdulillah aman,5,Positive
cepat sampai dengan baik,5,Positive
ga ngerti lagi enak banget,5,Positive
parah enak banget gangerti lagi sea saltnya itu lovs bgttt,5,Positive
enakkk bgt bgtttt,5,Positive
selalu puas dengan cookies favorite ku bukan cuma enak aja tapi enak banget ditambah seller ramah dan respond cepat dijamin ro teruuussss,5,Positive
too sweet tp tekstur cookies nya ok,2,Positive
udah coba yg ini rasanya enak hanya manis banget yang lainnya masih blom coba,4,Positive
respon cepat sangat ramah sesuai pesanan dan higienis nyambung dengan namanya endorphins jadi cookies nya manis bagi saya sedikit terlalu manis tapi wangi matcha nya dapet garam nya buat cookies nya jadi tidak biasa,5,Positive
enaaaaaaak bingiiiit,5,Positive
mantepp bgt enak bgt,5,Positive
udah agak remuk2,2,Negative
packingannya tipis,3,Negative
barang sesuai tpi packingnya krg baik shg isinya ancur,4,Negative
respon cepat barang mulus sesuai deskripsi thx ya,5,Positive
selalu puas beli disini,5,Positive
rasanya sedap,5,Positive
produk dan layanan ok banget thanks ya,5,Positive
rasanya mantul,5,Positive
dua2nya pecah chat seller katanya mau diganti tp ditunggu sampai hari ini gak ada padahal ud langganan disini klo pas sincia,2,Negative
senang kuenya sudah datang masih lembek mudah2an rasanya enak terima kasih,5,Positive
ok cpt pengirimannya,5,Positive
trimaksh kue nya sdh sampe kmrin maaf telat kue ny enak manis biarpun agak lengket sukses sllu,5,Positive
barang sesuai deskripsi seller cepat tanggap terima kasih,5,Positive
pengirimman di packing rapi dan admin ny juga ramah thx seller,5,Positive
paket datang sesuai pesanan bintang yang bicara,5,Positive
selain saya sengaja gunakan kotak kalau dilihat dari packaging bubble wrap juga lumayan tebal akan tetapi kenapa produknya di dalam bisa terbelah dan tidak hanya satu tapi keduanya padahal kotaknya baik baik saja jadi ragu akan higienisnya kalau seandainya memang dari awal sebelum packaging sudah seperti ini keadaannya yaitu terbelah terbuka dgn kondisi plastiknya pecah besar kemungkinannya di bagian terbuka tersebut bisa terkontaminasi sesuatu not recommended sudah ikuti saran anda buat chat tapi jangankan anda respon sengaja niat untuk dibaca saja enggak dari 22 feb s d hari ini 4 maret 2021 jadi jangan cuma buat modus seolah kalian perduli dilihat buyer atau calon buyer lain di jawaban review saya ini padahal gak ada itikad baiknya sama sekali kalau kalian merasa diuntungkan oleh review yang baik jangan dijadikan pembenaran untuk seperti ini saya beli hanya dua dan sengaja pilih pakai kotak supaya terjamin kualitasnya jangan kalian pikir cuma nilai transaksinya 35 ribu konsumen gak akan komplain saya juga gak minta uang balik tapi minta penjelasan yang jujur transparan bukan ngomong doang,1,Negative
luar biasa enak seperti biasanya,5,Positive
sy suka banget,5,Positive
sellernya baik packingnya rapiii dan yg pasti rasa cookiesnya enaaaakkkkk suka suka suka,5,Positive
paking rapih fast respon pengiriman cepat sukses sll,5,Positive
