Review,Rating,Sentiment;Label;;
entah antri karena mendekati lebaran atau apa proses pengemasannya sampe 2 hari itu aja di chat duluan kalo gak dichat siapa yg tau dikirim kapan,4, ;N;;
pesanan diterima dengan amat baik packingan aman dengan kardus dan segel fragile food delivery adminnya ramah sukses buat adminnya dan tokonya terima kasih banyak,5, ;P;;
packing rapi iya meski agak sedikit bekas ketumpuk2 pengiriman cepat nyampe 3 hari dan masih ada sisa menjelang exp,5, ;N;;
pengiriman agak lama,3, ;N;;
anak suka banget,5, ;P;;
pengiriman cpt mksh sdh diterima sm kerabat,4, ;P;;
katanya fresh order tgl 6 dikirim tgl 7 sampe tgl 8 expired tgl 9 gila kali suruh nelen sehari,1, ;N;;
tetep enak walapun penyok karena pengiriman,5, ;N;;
pengemasan sebenarnya rapi pake kardus kartika sari tp ntah kenapa banana rollnya berantakan,4, ;N;;
hari ini sampai besok sudah tanggal exp coklat meleleh kemana2 rasanya pun sudah sedikit asam seperti basi,3, ;N;;
terima kasih ya pesananku udah sampe nihh baru dibuka satu udah langsung di foto,5, ;P;;
masih enak seperti dulu tapi sayang terkocok waktu pengiriman jadi gepeng gepeng,5, ;N;;
sayang kemasannya agak penyok tapi overall is good ga merubah rasa krn dimakan sendiri kecuali klo mau kasih ke orang kurang enak aja klo penyok kemasannya thankyou,5, ;N;;
enak banget khas caikue pontianak seller ramah recommended banget lah,5, ;P;;
enak dan ada bawa goreng nya wangi,5, ;P;;
rasanya enak next order lagi tks,5, ;P;;
pelayanan nya cepat penjual responsif,5, ;P;;
beli untuk temen2 kantor katanya enaaaak thanks seller,5, ;P;;
enak choipannya sy lebih suka yg bengkoang tp overall semuanya enak,5, ;P;;
enakkk kulit choipan nya tipis isinya banyak,5, ;P;;
belom dicoba tapi keliatannya enak dan besar2,5, ;P;;
choipan tiba dengan kondisi perfect tidak berantakan untuk rasa sesuai dengan yang ditulis di note dan setelah dicoba beh mantulllll banget nih isian padat tekstur kulitnya mantap betul ngak salah deh beli segini banyak untuk pengiriman sangat cepat hahahahahaha terima kasih seller,5, ;P;;
choipan udah sampai belum dicoba karena buat buka puasa semoga rasanya sesuai dengan harapan terima kasih pengiriman lumayan cepat,5, ;P;;
kecewa sama pelayanannya kali ini aku tulis minta tolong dianter pagi tp dianter sore minta buat yg ramadhan edition dikirim yg edisi biasa jd ga dapet ramadhan card samsek kaya ngasih brownies biasa bukan hampers kl mau cepet katanya di dm ig tp di ig dibales lewat tokped kl mau cepet padahal wkt pertama kali beli suka sm pelayanannya tp kok gini,4, ;N;;
gemeshhh bgtdpt 2 paperbag ma kartuny,5, ;P;;
tdk terlalu manis chewwy enak beli utk small hampers natal dsn utk sendiri so nice packagingnya plus bonus card natal,4, ;P;;
penjual responsive pengiriman cepat packaging aman sy suka cookiesnya uenaakkk tp sy cuma suka yg rasa original lotus biscoff yg lain kemanisan mnurut sy kalo yg original enaakkk bngt uda order berkali2,5, ;P;;
yummy sesuai fotonya team store excellent,5, ;P;;
enak bgt cookiesnyaa sukaaaaa ud repeat order hehehe,5, ;P;;
ini enak makasih ya seller,5, ;P;;
enaaaaaaaaaaaaaaaak,5, ;P;;
enakkkkk bgt n cepet bgt top thank you sis,5, ;P;;
gedeee bangett rasanya juga sesuai ekspektasi enak deh pokoknya,5, ;P;;
kuenya beneran enak lembut renyah sellernya juga ramah banget uda pasti bakal ro lagi,5, ;P;;
mantulll polll,5, ;P;;
cpt responnya lgsg dikiri tks mudah2an enak,5, ;P;;
enakkkkkk bisa langganan,5, ;P;;
mantabs keren pelayanannya ok banget,5, ;P;;
enak juga nastar nya rekomendasi ini,5, ;P;;
packingnya bagus pengiriman aman rasa biasa saja enak tapi nggak banget so so lah,5, ;P;;
trima kasih uda sampai,5, ;P;;
lumayan menurut saya terlalu manis,5, ;P;;
kuenya lumayan enak empuk meski bukan wisman krn susunya berasa manisnya juga pas cuma hrgnya agak dikurangi biar bs beli2 terus atau buat dijual lagi mksh,4, ;P;;
enakkkkkkkkkkkkkkkkkkkkkkkkkkk,5, ;P;;
sangat bagus penjual nya sangat ramah dan responsive sekali,5, ;P;;
yaass pienya sampai tujuan dgn selamat packing rapi pake bubblewrap jadi aman thanks a bunch yaaa bli,5, ;P;;
kurang fresh keliatan sudah lama,3, ;N;;
packing aman banget pia nya masih fresh kerasa respon penjual ramah dan baik banget harga paling murah bintang 7 deh kalo bisa,5, ;P;;
tq seller ramah n responsif banged pengiriman super cepat packaging aman tq,5, ;P;;
informative pelayanan ramah dan pengiriman cepat,5, ;P;;
barangnya oke kayanya original cuma pas nyampe dah kurang bagus kondisinya hehehe tapi masih okelah,4, ;P;;
cepet bgt sampai nya makasih seller sukses terus,5, ;P;;
mantaps packing super amannnn rasa pasti oke sampai bandung dgn kondisi baik,5, ;P;;
seller super responsive thank you,5, ;P;;
sampainya agak hancur sih cuma mungkin wajar yah pengiriman luar kota thanks seller dan pak kurir,5, ;N;;
puas banget dikirim udh di kasih buble dan kardus jd aman cm karena pesen dah mau lebaran jd lama di ekspedisi,5, ;P;;
respon penjual cepet bgt barang sampai tepat waktu mantab sip,5, ;P;;
barangnya aman dan baik tetapi tanggal expired tidak ada mohon selanjutnya dicantumkan,5, ;N;;
akhirnya yg di tunggu datang dah kek nunggu kepastian aja nunggu paket ini haha,5, ;P;;
agak kecewa karena lama sampainya tgl expired nya hari ini pula ketika paketnya sampai jadi sedih,4, ;N;;
pesan sabtu hr selasa br smpe pdhl jogja pwrjo ga dekat barng dua produk agak hancur,4, ;N;;
kurir entaraja super lelet barang telat jadi kondisi udah kurang enak,4, ;N;;
pengirimannya lambat takut exp dijalan,3, ;N;;
ori,5, ;P;;
paket sudah sya terima dgn baik dan sesuai keinginan terima kasih buat tokopedia dan seller jga buat kurirnya,5, ;P;;
oo,5, ;N;;
seller nya fast respon pengiriman nya juga cepat best lah,5, ;P;;
alhamdulillah pesanan kuenya sudah sampai mudah2an rasanya enak pengiriman lumayan cepat terima kasih untuk semuanya,5, ;P;;
respon penjual cepat,5, ;P;;
isi toples sedikit,4, ;N;;
alhamdullah paket dtang dengan mulus,5, ;P;;
bukan saya yang makan pacar saya tapi saya yang checkout,5, ;P;;
barang udh smpe dengan selamat paking rapi pake plastik bubble pengiriman cepat seler responsip,5, ;P;;
capat dan tepat thank you kaka,5, ;P;;
diterima dengan kondisi baik cepat sampai alhamdulillah puas belanja disini sellernya ramah,5, ;P;;
pengiriman cepat packing rapiaman daaaan bakpianya enak bangett expdate masi lama mantavvv pokonya mah makasi banyak seller,5, ;P;;
packing rapi dan aman seller responsif dan ramah,5, ;P;;
respon ok matur suwun,5, ;P;;
paket keterima dg baiik proses nya cpt seller sangat ramah dn bakpia msh fresh trmksh byk kak sukses selalu ya toko ini rekomended yaa,5, ;P;;
enak dan cepat sampai terimakasih,5, ;P;;
pancking rapi jadi tdk hancur bakpianyaa pokoknya toko ini the best,5, ;P;;
pesanan diterima dengan baik seller responsif terima kasih,5, ;P;;
sedih banget beli 2 pax tapi kok ga diliat expirednya kak padahal lagi mau bgt bakpia pas mau dimakan udah expired udah rusak bakpianya tolong diperhatiin tanggalnya kak sebelum dikirim,3, ;N;;
cemilan terfavorit nya krucil kirim lsg dari yogya expired nya 5hari,5, ;P;;
cepat sampai wrapping aman dan memuaskan thanks seller,5, ;P;;
matabbzz pokoknya,5, ;P;;
pelayanannya ramah dan cepaat,5, ;P;;
komplain saya gak direspon saya gak mau duit kembalikan kenapa tidak dikirim sisanya yg kurang,3, ;N;;
paket diterima dengan baik tanpa rusak dan sesuai ekspetasi terima kasih,5, ;P;;
barang diterima sesuai packing oke harga oke namun agak lama dipengiriman namun kue masih fresh enak lembut oke thanks,5, ;P;;
makasih kak spikoenya udah sampai cepet banget padahal pakek ekspedisi reguler terpercaya insyaallah akan order lagi lain waktu,5, ;P;;
cepat aman ramah,5, ;P;;
terima kasih sampai dg selamat,5, ;P;;
respon seller gercep hanya packing langsung memakai dus kuenya sehingga spikoe nya mblesek ketekan sehingga agak gepeng dan lebih padat pengiriman sicepat memang cepat,5, ;N;;
barang sudah sampai dengan baik dan cepat yaaaa,5, ;P;;
kue masih fresh oke,5, ;P;;
kue favorit buat oleh2 dari surabaya pelayanan cepat nggak repot2 lagi kalo pas pengen bisa pesan disini,5, ;P;;
seller ramah dan pengiriman cepat banget surabaya ke tangerang sukses selalu buat seller next order lagi,5, ;P;;
beli hari rabu jumat dah samp jkt oke bangett,5, ;P;;
diterima dalam keadaan baik kedatangan sesuai deskripsi,5, ;P;;
belum dicoba,5, ;P;;
packing rapi tidak pecah bentuk penampilan mantap semoga rasa nya jg mantap blm dicoba sih,5, ;P;;
ancur bgtu smpe,1, ;N;;
enakkkkkk bgt pas rasanyaaaa sukakkkkk,5, ;P;;
nastarnya lumayan enak dgn hrg segitu paking bagus rapi bublerapnya tebal sayang kurirnya anterajasangat kurang ajar brg lgsg dilempar kedalam melewati pagar rmh yg tinggi lsg pergi,5, ;P;;
sangat puas kuenya aman semua alhamdulillah,5, ;P;;
alhamdulillah nastarnya sudah diterima dg baik nastarnya enak harga terjangkau kesukaan suami penjual ramah amanah jangan ragu beli disini,5, ;P;;
enaaaak bangeeettt lembuutt nanasnya gak pelit lagi kasih nya mau pesen ahh buat lebaran,5, ;P;;
enak rasanya pas gak repot langsung makan bt lebaran mau order lg thx u,5, ;P;;
packing bagus brg sesuai deskripsi expired masih agak lama,5, ;P;;
seller responsif exp masih lama barang sesuai ga ada yg remuk pakai gosend will repurchase,5, ;P;;
pesanan sesuai thanks,5, ;P;;
fast respon rasanya juga enak pengemasannya juga menggunakan double wrapping terima kasih yaaa,5, ;P;;
mantaaabbb sesuai spec and seller responsive thanks kaaaaak,5, ;P;;
cept sampai cuman ya harga nya lebih maahal,5, ;P;;
sdh terima sesuai pesanan,5, ;P;;
enak rasanya renyah coklatnya kruncii recomended lah pengantaran jg cepat shg makanan fresh kita terima,5, ;P;;
ori tpi sayang packingnya kurang aman jdi sebagian penyok,5, ;N;;
pengiriman cepat pakai kardus dan bubble wrap mantap,5, ;P;;
sudah repeat order berkali kali dan selalu memuaskan pokoknya sukses terus ya,5, ;P;;
seperti biasa selalu puas belanja disini sukses terus ya kak,5, ;P;;
paketnya sdh sampai dgn selamat terima kasih yaa,5, ;P;;
ukuran kecil rasa biasa aja,3, ;N;;
ga perlu ke malang kalo kangen pia enak ini bungkusnya rapi ngirim cepat dan barang fresh banget serasa belanja sendiri ke malang,5, ;P;;
all good packaging taste delivery services thanks a lot,5, ;P;;
exp nya sama dengan yg 2hr lalu pesan gpp deh yg penting sampai dgn selamat,4, ;P;;
enak bangettt inii,5, ;P;;
kirain isinya sama 250gram eh yg hokaido isi nya cuma 100gr bukan 250gr,3, ;N;;
pesanan sudah sampai dan tidak mengecewakan,5, ;P;;
barang diterima dengan baik thank you seller,4, ;P;;
cepet sampe nya,5, ;P;;
aaaaaaa seneng banget dapet ㅠㅠ terimakasih dan sukses selalu seller,5, ;P;;
agak hambar tapi enak ringan banget gak kaya kue biasanya,4, ;P;;
untuk kedua kalinya pesen cookies ini jujur buat orang yg lagi jaga pola makan dan jaga gula seperti aku cookies ini cocok banget untuk di jadikan cemilan di saat laper,5, ;P;;
enak cookiesnya pengiriman cepat dan aman,5, ;P;;
fast respon packagingnya bagus banget barang sampai tepat waktu tks banyak,5, ;P;;
enakk bangettt sukaa packaging nyaa juga baguss siii harganya segitu termasuk murah cookies nya lembut,5, ;P;;
enak bgt kuenya,5, ;P;;
cookiesnya enak,5, ;P;;
produknya servicenya terutama puaaass bangeett,5, ;P;;
baguss sukaa,5, ;P;;
cepet bgt sampe kaget thank you ya kak,5, ;P;;
enaaak coklatnya enak chewy nya dapet manisnya pas sih kalau di aku,5, ;P;;
enak banget super worth the price bakal pesen lagi,5, ;P;;
packing juara bgt makasih gan,5, ;P;;
responsif sellernya aman belum dicoba si hehe tapi packagingnya aman makasii seller,5, ;P;;
proses cepat saya pake buat susulan parsel terkejar packing aman bgt sampe dalam kondisi mulus thanks seller sukses ya,5, ;P;;
kue mantap n seller responsif kurir anter aja sudah tau roti maen lempar aja,5, ;P;;
rasanya lumayan tapi menurut sy wysmannya ngga terasa lbh ke rasa nanasnya karna filling nanas lbh byk,4, ;P;;
penasaran sama nastar wisman ternyata mank enak paduan rasanya dapet semua baru dibuka ngga lama abis ma bocah untuk packing super aman dan rapi trims ya toko kriuk jaya next order lagi,5, ;P;;
uenaaakk tenanrespon n pengiriman cepat packing aman,5, ;P;;
fast respon pengiriman cepat packing aman mendarat dgn selamat dan ga remuk blm dicoba semoga enak nanti 1 bintang menyusul,4, ;P;;
kurang maknyuss,2, ;N;;
fast accurate as described recommended aaa seller,5, ;P;;
my fav cookies,5, ;P;;
choco cookie yg lekker banget sayang sy salah pilih toping pilih rock salt jd ada asin2 gitu next pasti order lg dg toping yg lain,5, ;P;;
uenake poll akan repeat order,5, ;P;;
edannnnnn bgtttt enak sekali seller ramah dan responsif makasih banget bonusnya sukses terus ya,5, ;P;;
seller ramah pelayanan maksimal,5, ;P;;
really good quality and premium dark chocolate cookies must try,5, ;P;;
sudah pernah beli sblmnya enak dengan apel yg manisnya pas,5, ;P;;
selalu enak rekomended,5, ;P;;
respon toko ok kurir lelet sameday 12jam,4, ;N;;
enak tp ukurannya imut 15x8 cm sekali lahap habis deh,5, ;P;;
semua item sesuai orderan seperti biasa selalu prosesnya cepat packing dan kirim rapi untuk rasa dan kualitas rotinya keluarga kita cocok chewy tp lembut teksturnya challa selalu masuk item yg diorder setiap belanja di sinu thaaanks n sukses selalu,5, ;P;;
kuenya enak dan berkualitas harganya pun lumayan murah proses dan pengiriman juga cepat pokoke oke,5, ;P;;
selalu enak manisnya pas pastry nya sesuai dgn selera saya wanginya menggoda,5, ;P;;
enaakkk bgt wangiiinyaa menusukk dihidung menggugah wanginya lembuutt enaakkk bangeett suksessss yah grandpas store di jakbar,5, ;P;;
selalu puas belanja pia di sini thankyou ya,5, ;P;;
cepat responnya mantap,5, ;P;;
thankyou gan,5, ;P;;
thankyou gan selalu langganan di sini,5, ;P;;
diterima sesuai pesanan respon seller baik dan proses pengiriman cepat,5, ;P;;
wah mantap ini orisesuai aplikasi di kemas sangat baik ya pakai bubble dan dus pengirimnya juga baik bagus aman re order lagi,5, ;P;;
selalu puas blj disini pengiriman cepat good seller,5, ;P;;
top bintang berbicara,5, ;P;;
udah dua kali order disini emang suka banget sama pia mangkok udah lama ga ke malang jadi beli online wkwk,5, ;P;;
alhamdulilah paket sudah sampai tidak ada damage sama sekali ada bubble wrap tebal juga plus dapat photocard bangtan terimakasih seller terimakasih tokopedia,5, ;P;;
dari toko nya pengiriman barang baik dan kemasan aman barang sangat baik sesuai dg gambar dan nilai bermanfaat nya lebih tinggi dari harganya saya pasti belanja lagi umi jember,5, ;P;;
produk diterima dengan baik dan aman expired masih lama,5, ;P;;
tumben ini x agak cepet pengiriman nya semoga seperti ini pengiriman nya cepat,5, ;P;;
terima kasih tokopedia packaging super rapi dan pengiriman super cepat akhirnya sampai hari terakhir event masih bs dpt pc bts thankyou,5, ;P;;
biar bintang yg berbicara hehehe pokoo nya puas,5, ;P;;
saya tidak ada masalah dengan kualitas barangnya yang membuat saya kecewa adalah alur kerja dari tokocabang yang tidak bisa membatalkan pesanan sesuai penjelasan admin udah gitu adminnya sendiri jarang baca chat padahal sering online seharusnya 1 kalau memang tokocabang tidak bisa membatalkan pesanan harus ada notifikasi khusus di tokopedianya 2 admin harap lebih sering merespon chat terutama jika ada kasus2 seperti ini gimana kalau pesanan harus batal karena alamatnya salah apa iya tidak bisa dibatalkan juga kok jadi ribet ya dengan adanya tokocabang,1, ;N;;
enak cakenya dapat pc yeay,5, ;P;;
barang sampai dengan selamat dapet pc bangtan juga siip terimakasih seller,5, ;P;;
sesuai pesanan cepet banget kemarin pesen hari ini sampe makasihh,5, ;P;;
order ke sekian kalinya selalu puas belanja disini harga lebih murah packing rapi pengiriman cepat rekommended seller,5, ;P;;
enak renyahpackingnya rapi aman banget sangat puas,5, ;P;;
alhamdulillah dapet pc bts puas bgt sama pelayanan tokonya fast respon paketnya aman rapih trus cepet bgt nyampe pesen kemaren skrg udh nyampe btw cookies nya enakkkk,5, ;P;;
pengiriman cepat packing super aman,5, ;P;;
produk ok lain kali kalau serahkan barang ke kurir jangan terlalu malam karena sampainya ke penerima jadi molor 1 hari,5, ;N;;
1 kotak kardus pengiriman tidak ada tanda stiker makanan jadi kurir tidak hati hati dan pengiriman dengan cara di lempar ke pagar 2 pemesanan pengiriman hingga diterima membutuhkan 4 hari padahal sudah bayar untuk pengirman express,3, ;N;;
sdh minta expired datenya lamaan ini tinggal 2 hari lg kadaluarsa dr paketnya sampai gimana sih mba sy sdh pesen di catatan,3, ;N;;
tepat waktu pengirimannya kemasan siip,5, ;P;;
kurang kering,4, ;N;;
cheese roll sampai dengan selamat tidak hancur rasanya enak,5, ;P;;
chesse roll kesenangan anak2 aku kl kita ke bandung pasti mampir ke kartika sari buat beli oleh2 makasih ya ks paketnya udah di trima,5, ;P;;
alhamdulillah aman,5, ;P;;
cepat sampai dengan baik,5, ;P;;
ga ngerti lagi enak banget,5, ;P;;
parah enak banget gangerti lagi sea saltnya itu lovs bgttt,5, ;P;;
enakkk bgt bgtttt,5, ;P;;
selalu puas dengan cookies favorite ku bukan cuma enak aja tapi enak banget ditambah seller ramah dan respond cepat dijamin ro teruuussss,5, ;P;;
too sweet tp tekstur cookies nya ok,2, ;P;;
udah coba yg ini rasanya enak hanya manis banget yang lainnya masih blom coba,4, ;P;;
respon cepat sangat ramah sesuai pesanan dan higienis nyambung dengan namanya endorphins jadi cookies nya manis bagi saya sedikit terlalu manis tapi wangi matcha nya dapet garam nya buat cookies nya jadi tidak biasa,5, ;P;;
enaaaaaaak bingiiiit,5, ;P;;
mantepp bgt enak bgt,5, ;P;;
udah agak remuk2,2, ;N;;
packingannya tipis,3, ;N;;
barang sesuai tpi packingnya krg baik shg isinya ancur,4, ;N;;
respon cepat barang mulus sesuai deskripsi thx ya,5, ;P;;
selalu puas beli disini,5, ;P;;
rasanya sedap,5, ;P;;
produk dan layanan ok banget thanks ya,5, ;P;;
rasanya mantul,5, ;P;;
dua2nya pecah chat seller katanya mau diganti tp ditunggu sampai hari ini gak ada padahal ud langganan disini klo pas sincia,2, ;N;;
senang kuenya sudah datang masih lembek mudah2an rasanya enak terima kasih,5, ;P;;
ok cpt pengirimannya,5, ;P;;
trimaksh kue nya sdh sampe kmrin maaf telat kue ny enak manis biarpun agak lengket sukses sllu,5, ;P;;
barang sesuai deskripsi seller cepat tanggap terima kasih,5, ;P;;
pengirimman di packing rapi dan admin ny juga ramah thx seller,5, ;P;;
paket datang sesuai pesanan bintang yang bicara,5, ;P;;
selain saya sengaja gunakan kotak kalau dilihat dari packaging bubble wrap juga lumayan tebal akan tetapi kenapa produknya di dalam bisa terbelah dan tidak hanya satu tapi keduanya padahal kotaknya baik baik saja jadi ragu akan higienisnya kalau seandainya memang dari awal sebelum packaging sudah seperti ini keadaannya yaitu terbelah terbuka dgn kondisi plastiknya pecah besar kemungkinannya di bagian terbuka tersebut bisa terkontaminasi sesuatu not recommended sudah ikuti saran anda buat chat tapi jangankan anda respon sengaja niat untuk dibaca saja enggak dari 22 feb s d hari ini 4 maret 2021 jadi jangan cuma buat modus seolah kalian perduli dilihat buyer atau calon buyer lain di jawaban review saya ini padahal gak ada itikad baiknya sama sekali kalau kalian merasa diuntungkan oleh review yang baik jangan dijadikan pembenaran untuk seperti ini saya beli hanya dua dan sengaja pilih pakai kotak supaya terjamin kualitasnya jangan kalian pikir cuma nilai transaksinya 35 ribu konsumen gak akan komplain saya juga gak minta uang balik tapi minta penjelasan yang jujur transparan bukan ngomong doang,1, ;N;;
