Review,Rating,Sentiment,tokenization,Review_Normalized,df_token_stemm,Review_clean
puas bangettt rasanya enak porsinya bs buat  org lebih penampakan bagus kereeen mantul bgtt,5,Positive,"['puas', 'bangettt', 'rasanya', 'enak', 'porsinya', 'bs', 'buat', 'org', 'lebih', 'penampakan', 'bagus', 'kereeen', 'mantul', 'bgtt']","['puas', 'bangettt', 'rasanya', 'enak', 'porsi', 'bisa', 'buat', 'orang', 'lebih', 'penampilan', 'bagus', 'kereeen', 'mantap', 'bgtt']","['puas', 'bangettt', 'rasa', 'enak', 'porsi', 'bisa', 'buat', 'orang', 'lebih', 'tampil', 'bagus', 'kereeen', 'mantap', 'bgtt']",puas bangettt enak porsi orang tampil bagus kereeen mantap bgtt
ldr sm kluarga jd kirim tumpeng buat buka puasa alhamdulillah pd blg makanannya enak dan byk sambelny jg mantep thank you yaaa sukses slalu,5,Positive,"['ldr', 'sm', 'kluarga', 'jd', 'kirim', 'tumpeng', 'buat', 'buka', 'puasa', 'alhamdulillah', 'pd', 'blg', 'makanannya', 'enak', 'dan', 'byk', 'sambelny', 'jg', 'mantep', 'thank', 'you', 'yaaa', 'sukses', 'slalu']","['ldr', 'sama', 'keluarga', 'jadi', 'kirim', 'tumpeng', 'buat', 'buka', 'puasa', 'alhamdulillah', 'pada', 'bilang', 'makanannya', 'enak', 'dan', 'banyak', 'sambelnya', 'juga', 'mantap', 'terima kasih', 'kamu', 'yaaa', 'sukses', 'selalu']","['ldr', 'sama', 'keluarga', 'jadi', 'kirim', 'tumpeng', 'buat', 'buka', 'puasa', 'alhamdulillah', 'pada', 'bilang', 'makan', 'enak', 'dan', 'banyak', 'sambelnya', 'juga', 'mantap', 'terima kasih', 'kamu', 'yaaa', 'sukses', 'selalu']",ldr keluarga kirim tumpeng buka puasa alhamdulillah bilang makan enak sambelnya mantap terima kasih yaaa sukses
enak dan tampilan bagus terimakazih,5,Positive,"['enak', 'dan', 'tampilan', 'bagus', 'terimakazih']","['enak', 'dan', 'tampilan', 'bagus', 'terima kasih']","['enak', 'dan', 'tampil', 'bagus', 'terima kasih']",enak tampil bagus terima kasih
enaaak banget rasanya cocok sama taste kita,5,Positive,"['enaaak', 'banget', 'rasanya', 'cocok', 'sama', 'taste', 'kita']","['enaaak', 'banget', 'rasanya', 'cocok', 'sama', 'rasa', 'kita']","['enaaak', 'banget', 'rasa', 'cocok', 'sama', 'rasa', 'kita']",enaaak banget cocok
bagus tumpengnya lmyn byk utk porsi  org pengiriman jg ontime,5,Positive,"['bagus', 'tumpengnya', 'lmyn', 'byk', 'utk', 'porsi', 'org', 'pengiriman', 'jg', 'ontime']","['bagus', 'tumpengnya', 'lumayan', 'banyak', 'untuk', 'porsi', 'orang', 'pengiriman', 'juga', 'tepat waktu']","['bagus', 'tumpeng', 'lumayan', 'banyak', 'untuk', 'porsi', 'orang', 'kirim', 'juga', 'tepat waktu']",bagus tumpeng lumayan porsi orang kirim tepat waktu
puas porsi cukup rasa enak seller responsive pengiriman aman thank you,5,Positive,"['puas', 'porsi', 'cukup', 'rasa', 'enak', 'seller', 'responsive', 'pengiriman', 'aman', 'thank', 'you']","['puas', 'porsi', 'cukup', 'rasa', 'enak', 'seller', 'responsif', 'pengiriman', 'aman', 'terima kasih', 'kamu']","['puas', 'porsi', 'cukup', 'rasa', 'enak', 'seller', 'responsif', 'kirim', 'aman', 'terima kasih', 'kamu']",puas porsi enak seller responsif kirim aman terima kasih
enaaaaak bgt  makasih dh bs ambil order dadakan bgt highly recommend,5,Positive,"['enaaaaak', 'bgt', 'makasih', 'dh', 'bs', 'ambil', 'order', 'dadakan', 'bgt', 'highly', 'recommend']","['enaaaaak', 'banget', 'terima kasih', 'sudah', 'bisa', 'ambil', 'beli', 'dadakan', 'banget', 'sangat', 'recommend']","['enaaaaak', 'banget', 'terima kasih', 'sudah', 'bisa', 'ambil', 'beli', 'dada', 'banget', 'sangat', 'recommend']",enaaaaak banget terima kasih ambil beli dada banget recommend
tumpeng nya enax bgt next psn lg thx,5,Positive,"['tumpeng', 'nya', 'enax', 'bgt', 'next', 'psn', 'lg', 'thx']","['tumpeng', 'nya', 'enak', 'banget', 'lanjut', 'pesan', 'lagi', 'terima kasih']","['tumpeng', 'nya', 'enak', 'banget', 'lanjut', 'pesan', 'lagi', 'terima kasih']",tumpeng nya enak banget pesan terima kasih
masakan nya enak hiasan nya juga cantik harga juga sesuai gak salah pilih pesan nasi tumpeng di sini makasih ya kak berkah dan lancar trus amin,5,Positive,"['masakan', 'nya', 'enak', 'hiasan', 'nya', 'juga', 'cantik', 'harga', 'juga', 'sesuai', 'gak', 'salah', 'pilih', 'pesan', 'nasi', 'tumpeng', 'di', 'sini', 'makasih', 'ya', 'kak', 'berkah', 'dan', 'lancar', 'trus', 'amin']","['masakan', 'nya', 'enak', 'hiasan', 'nya', 'juga', 'cantik', 'harga', 'juga', 'sesuai', 'tidak', 'salah', 'pilih', 'pesan', 'nasi', 'tumpeng', 'di', 'sini', 'terima kasih', 'ya', 'kak', 'berkah', 'dan', 'lancar', 'terus', 'amin']","['masakan', 'nya', 'enak', 'hias', 'nya', 'juga', 'cantik', 'harga', 'juga', 'sesuai', 'tidak', 'salah', 'pilih', 'pesan', 'nasi', 'tumpeng', 'di', 'sini', 'terima kasih', 'ya', 'kak', 'berkah', 'dan', 'lancar', 'terus', 'amin']",masakan nya enak hias nya cantik harga sesuai salah pilih pesan nasi tumpeng terima kasih ya kak berkah lancar amin
enak rasanya walau porsi kecil pembeli baik respon ramah kurir ramah jg,5,Positive,"['enak', 'rasanya', 'walau', 'porsi', 'kecil', 'pembeli', 'baik', 'respon', 'ramah', 'kurir', 'ramah', 'jg']","['enak', 'rasanya', 'meski', 'porsi', 'kecil', 'pembeli', 'baik', 'respons', 'ramah', 'kurir', 'ramah', 'juga']","['enak', 'rasa', 'meski', 'porsi', 'kecil', 'beli', 'baik', 'respons', 'ramah', 'kurir', 'ramah', 'juga']",enak porsi beli respons ramah kurir ramah
alhamdulillah barangnya sudah sampai tks seller dan tokopedia seller nya korporatif good,5,Positive,"['alhamdulillah', 'barangnya', 'sudah', 'sampai', 'tks', 'seller', 'dan', 'tokopedia', 'seller', 'nya', 'korporatif', 'good']","['alhamdulillah', 'barang', 'sudah', 'sampai', 'terima kasih', 'seller', 'dan', 'tokopedia', 'seller', 'nya', 'korporatif', 'good']","['alhamdulillah', 'barang', 'sudah', 'sampai', 'terima kasih', 'seller', 'dan', 'tokopedia', 'seller', 'nya', 'korporatif', 'good']",alhamdulillah barang terima kasih seller tokopedia seller nya korporatif good
sesuai pesanan proses cepat terima kasih,5,Positive,"['sesuai', 'pesanan', 'proses', 'cepat', 'terima', 'kasih']","['sesuai', 'pesanan', 'proses', 'cepat', 'terima', 'kasih']","['sesuai', 'pesan', 'proses', 'cepat', 'terima', 'kasih']",sesuai pesan proses cepat terima kasih
seller nya fast respon mantap,4,Positive,"['seller', 'nya', 'fast', 'respon', 'mantap']","['seller', 'nya', 'cepat', 'respons', 'mantap']","['seller', 'nya', 'cepat', 'respons', 'mantap']",seller nya cepat respons mantap
seneng bgt belanja di toko ini sellernya ramah fast respon dan sangat membantu untuk nasi briyani nya enak bgt tidak usah diragukan lagi rekomended pokoknya,5,Positive,"['seneng', 'bgt', 'belanja', 'di', 'toko', 'ini', 'sellernya', 'ramah', 'fast', 'respon', 'dan', 'sangat', 'membantu', 'untuk', 'nasi', 'briyani', 'nya', 'enak', 'bgt', 'tidak', 'usah', 'diragukan', 'lagi', 'rekomended', 'pokoknya']","['senang', 'banget', 'belanja', 'di', 'toko', 'ini', 'sellernya', 'ramah', 'cepat', 'respons', 'dan', 'sangat', 'membantu', 'untuk', 'nasi', 'briyani', 'nya', 'enak', 'banget', 'tidak', 'usah', 'diragukan', 'lagi', 'rekomendasi', 'pokoknya']","['senang', 'banget', 'belanja', 'di', 'toko', 'ini', 'sellernya', 'ramah', 'cepat', 'respons', 'dan', 'sangat', 'bantu', 'untuk', 'nasi', 'briyani', 'nya', 'enak', 'banget', 'tidak', 'usah', 'ragu', 'lagi', 'rekomendasi', 'pokok']",senang banget belanja toko sellernya ramah cepat respons bantu nasi briyani nya enak banget ragu rekomendasi pokok
sesuai pesanan terima kasih,5,Positive,"['sesuai', 'pesanan', 'terima', 'kasih']","['sesuai', 'pesanan', 'terima', 'kasih']","['sesuai', 'pesan', 'terima', 'kasih']",sesuai pesan terima kasih
produk bagus sesuai harga,4,Positive,"['produk', 'bagus', 'sesuai', 'harga']","['produk', 'bagus', 'sesuai', 'harga']","['produk', 'bagus', 'sesuai', 'harga']",produk bagus sesuai harga
produk sesuai etalase harga murah tapi sayang mungkin stok lama jadi ada kutunya setelah dimasak rasanya kurang kuat seller responnya bagus dan ramah,4,Negative,"['produk', 'sesuai', 'etalase', 'harga', 'murah', 'tapi', 'sayang', 'mungkin', 'stok', 'lama', 'jadi', 'ada', 'kutunya', 'setelah', 'dimasak', 'rasanya', 'kurang', 'kuat', 'seller', 'responnya', 'bagus', 'dan', 'ramah']","['produk', 'sesuai', 'etalase', 'harga', 'murah', 'tapi', 'sayang', 'mungkin', 'persediaan', 'lama', 'jadi', 'ada', 'kutunya', 'setelah', 'dimasak', 'rasanya', 'kurang', 'kuat', 'seller', 'responnya', 'bagus', 'dan', 'ramah']","['produk', 'sesuai', 'etalase', 'harga', 'murah', 'tapi', 'sayang', 'mungkin', 'sedia', 'lama', 'jadi', 'ada', 'kutu', 'telah', 'masak', 'rasa', 'kurang', 'kuat', 'seller', 'responnya', 'bagus', 'dan', 'ramah']",produk sesuai etalase harga murah sayang sedia kutu masak kuat seller responnya bagus ramah
barang sesuai gambar dan deskripsi mksh,5,Positive,"['barang', 'sesuai', 'gambar', 'dan', 'deskripsi', 'mksh']","['barang', 'sesuai', 'gambar', 'dan', 'deskripsi', 'terima kasih']","['barang', 'sesuai', 'gambar', 'dan', 'deskripsi', 'terima kasih']",barang sesuai gambar deskripsi terima kasih
terima kasih bnyk kak,5,Positive,"['terima', 'kasih', 'bnyk', 'kak']","['terima', 'kasih', 'banyak', 'kak']","['terima', 'kasih', 'banyak', 'kak']",terima kasih kak
good pengiriman cepat recomended seller,5,Positive,"['good', 'pengiriman', 'cepat', 'recomended', 'seller']","['good', 'pengiriman', 'cepat', 'rekomendasi', 'seller']","['good', 'kirim', 'cepat', 'rekomendasi', 'seller']",good kirim cepat rekomendasi seller
nasi kuningnya cantikenak semuanya,5,Positive,"['nasi', 'kuningnya', 'cantikenak', 'semuanya']","['nasi', 'kuningnya', 'cantik enak', 'semua']","['nasi', 'kuning', 'cantik enak', 'semua']",nasi kuning cantik enak
mantap dan enak pelayanan juga super cepat dan ramah recommened seller terima kasih,5,Positive,"['mantap', 'dan', 'enak', 'pelayanan', 'juga', 'super', 'cepat', 'dan', 'ramah', 'recommened', 'seller', 'terima', 'kasih']","['mantap', 'dan', 'enak', 'pelayanan', 'juga', 'super', 'cepat', 'dan', 'ramah', 'recommened', 'seller', 'terima', 'kasih']","['mantap', 'dan', 'enak', 'layan', 'juga', 'super', 'cepat', 'dan', 'ramah', 'recommened', 'seller', 'terima', 'kasih']",mantap enak layan super cepat ramah recommened seller terima kasih
enak dan lezattt terima kasih,5,Positive,"['enak', 'dan', 'lezattt', 'terima', 'kasih']","['enak', 'dan', 'lezattt', 'terima', 'kasih']","['enak', 'dan', 'lezattt', 'terima', 'kasih']",enak lezattt terima kasih
pengalaman belanja online yang berkesan sesuai dengan harapan nasi tumpengnya pas sama selera lauk pauknya juga sama dengan orderan terima kasih atas srvis bintang  nya,5,Positive,"['pengalaman', 'belanja', 'online', 'yang', 'berkesan', 'sesuai', 'dengan', 'harapan', 'nasi', 'tumpengnya', 'pas', 'sama', 'selera', 'lauk', 'pauknya', 'juga', 'sama', 'dengan', 'orderan', 'terima', 'kasih', 'atas', 'srvis', 'bintang', 'nya']","['pengalaman', 'belanja', 'online', 'yang', 'berkesan', 'sesuai', 'dengan', 'harapan', 'nasi', 'tumpengnya', 'pas', 'sama', 'selera', 'lauk', 'pauknya', 'juga', 'sama', 'dengan', 'pesanan', 'terima', 'kasih', 'atas', 'srvis', 'bintang', 'nya']","['alam', 'belanja', 'online', 'yang', 'kesan', 'sesuai', 'dengan', 'harap', 'nasi', 'tumpeng', 'pas', 'sama', 'selera', 'lauk', 'pauk', 'juga', 'sama', 'dengan', 'pesan', 'terima', 'kasih', 'atas', 'srvis', 'bintang', 'nya']",alam belanja online kesan sesuai harap nasi tumpeng pas selera lauk pauk pesan terima kasih srvis bintang nya
nasi tumpengnya sampai dengan selamat dan cepat semuanya enak banget terima kasih timm catering,5,Positive,"['nasi', 'tumpengnya', 'sampai', 'dengan', 'selamat', 'dan', 'cepat', 'semuanya', 'enak', 'banget', 'terima', 'kasih', 'timm', 'catering']","['nasi', 'tumpengnya', 'sampai', 'dengan', 'selamat', 'dan', 'cepat', 'semua', 'enak', 'banget', 'terima', 'kasih', 'timm', 'catering']","['nasi', 'tumpeng', 'sampai', 'dengan', 'selamat', 'dan', 'cepat', 'semua', 'enak', 'banget', 'terima', 'kasih', 'timm', 'catering']",nasi tumpeng selamat cepat enak banget terima kasih timm catering
pelayan cepat dan tepat berasa tidak lagi belanja online deliverynya sesuai dengan jam acara untuk rasa mantap ludes des,5,Positive,"['pelayan', 'cepat', 'dan', 'tepat', 'berasa', 'tidak', 'lagi', 'belanja', 'online', 'deliverynya', 'sesuai', 'dengan', 'jam', 'acara', 'untuk', 'rasa', 'mantap', 'ludes', 'des']","['pelayan', 'cepat', 'dan', 'tepat', 'berasa', 'tidak', 'lagi', 'belanja', 'online', 'pengiriman', 'sesuai', 'dengan', 'jam', 'acara', 'untuk', 'rasa', 'mantap', 'habis', 'des']","['layan', 'cepat', 'dan', 'tepat', 'asa', 'tidak', 'lagi', 'belanja', 'online', 'kirim', 'sesuai', 'dengan', 'jam', 'acara', 'untuk', 'rasa', 'mantap', 'habis', 'des']",layan cepat asa belanja online kirim sesuai jam acara mantap habis des
nasi tumpengnya sudah diterima dengan baik terima kasih,5,Positive,"['nasi', 'tumpengnya', 'sudah', 'diterima', 'dengan', 'baik', 'terima', 'kasih']","['nasi', 'tumpengnya', 'sudah', 'diterima', 'dengan', 'baik', 'terima', 'kasih']","['nasi', 'tumpeng', 'sudah', 'terima', 'dengan', 'baik', 'terima', 'kasih']",nasi tumpeng terima terima kasih
nasi tumpeng berkualitas lauknya komplit ayam goreng kuning sambal ati ampla perkedel urap sayur telur balado orek tempe sambalnya paling enakkk pas banget pedesnya,5,Positive,"['nasi', 'tumpeng', 'berkualitas', 'lauknya', 'komplit', 'ayam', 'goreng', 'kuning', 'sambal', 'ati', 'ampla', 'perkedel', 'urap', 'sayur', 'telur', 'balado', 'orek', 'tempe', 'sambalnya', 'paling', 'enakkk', 'pas', 'banget', 'pedesnya']","['nasi', 'tumpeng', 'kualitas', 'lauknya', 'lengkap', 'ayam', 'goreng', 'kuning', 'sambal', 'ati', 'ampla', 'perkedel', 'urap', 'sayur', 'telur', 'balado', 'orek', 'tempe', 'sambalnya', 'paling', 'enakkk', 'pas', 'banget', 'pedas']","['nasi', 'tumpeng', 'kualitas', 'lauk', 'lengkap', 'ayam', 'goreng', 'kuning', 'sambal', 'ati', 'ampla', 'perkedel', 'urap', 'sayur', 'telur', 'balado', 'orek', 'tempe', 'sambal', 'paling', 'enakkk', 'pas', 'banget', 'pedas']",nasi tumpeng kualitas lauk lengkap ayam goreng kuning sambal ati ampla perkedel urap sayur telur balado orek tempe sambal enakkk pas banget pedas
penataannya rapih dan menarik garnishnya kreatif ada bunga cabe dan tulisan dari wortel untuk rasa enak wangi dan gurih rasa lauk pauknya juga pas,5,Positive,"['penataannya', 'rapih', 'dan', 'menarik', 'garnishnya', 'kreatif', 'ada', 'bunga', 'cabe', 'dan', 'tulisan', 'dari', 'wortel', 'untuk', 'rasa', 'enak', 'wangi', 'dan', 'gurih', 'rasa', 'lauk', 'pauknya', 'juga', 'pas']","['penataannya', 'rapi', 'dan', 'menarik', 'garnishnya', 'kreatif', 'ada', 'bunga', 'cabe', 'dan', 'tulisan', 'dari', 'wortel', 'untuk', 'rasa', 'enak', 'wangi', 'dan', 'gurih', 'rasa', 'lauk', 'pauknya', 'juga', 'pas']","['tata', 'rapi', 'dan', 'tarik', 'garnishnya', 'kreatif', 'ada', 'bunga', 'cabe', 'dan', 'tulis', 'dari', 'wortel', 'untuk', 'rasa', 'enak', 'wangi', 'dan', 'gurih', 'rasa', 'lauk', 'pauk', 'juga', 'pas']",tata rapi tarik garnishnya kreatif bunga cabe tulis wortel enak wangi gurih lauk pauk pas
pelayanan cepat dan transparan keselurahan puas terutama dengan nasi kuningnya legit dan wangi lauknya juga komplit sesuai dengan orderan,5,Positive,"['pelayanan', 'cepat', 'dan', 'transparan', 'keselurahan', 'puas', 'terutama', 'dengan', 'nasi', 'kuningnya', 'legit', 'dan', 'wangi', 'lauknya', 'juga', 'komplit', 'sesuai', 'dengan', 'orderan']","['pelayanan', 'cepat', 'dan', 'transparan', 'keselurahan', 'puas', 'terutama', 'dengan', 'nasi', 'kuningnya', 'legit', 'dan', 'wangi', 'lauknya', 'juga', 'lengkap', 'sesuai', 'dengan', 'pesanan']","['layan', 'cepat', 'dan', 'transparan', 'selurah', 'puas', 'utama', 'dengan', 'nasi', 'kuning', 'legit', 'dan', 'wangi', 'lauk', 'juga', 'lengkap', 'sesuai', 'dengan', 'pesan']",layan cepat transparan selurah puas utama nasi kuning legit wangi lauk lengkap sesuai pesan
nasi legit ayam gorengnya mantap cabenya pedes sesuai dengan pesanan terima kasih,5,Positive,"['nasi', 'legit', 'ayam', 'gorengnya', 'mantap', 'cabenya', 'pedes', 'sesuai', 'dengan', 'pesanan', 'terima', 'kasih']","['nasi', 'legit', 'ayam', 'gorengnya', 'mantap', 'cabenya', 'pedas', 'sesuai', 'dengan', 'pesanan', 'terima', 'kasih']","['nasi', 'legit', 'ayam', 'goreng', 'mantap', 'cabe', 'pedas', 'sesuai', 'dengan', 'pesan', 'terima', 'kasih']",nasi legit ayam goreng mantap cabe pedas sesuai pesan terima kasih
nasi kuningnya mantap sesuai dengan harganya laukpauknya lengkap dan sedap,5,Positive,"['nasi', 'kuningnya', 'mantap', 'sesuai', 'dengan', 'harganya', 'laukpauknya', 'lengkap', 'dan', 'sedap']","['nasi', 'kuningnya', 'mantap', 'sesuai', 'dengan', 'harga', 'laukpauknya', 'lengkap', 'dan', 'sedap']","['nasi', 'kuning', 'mantap', 'sesuai', 'dengan', 'harga', 'laukpauknya', 'lengkap', 'dan', 'sedap']",nasi kuning mantap sesuai harga laukpauknya lengkap sedap
sudah diterima dengan baik terima kasih,5,Positive,"['sudah', 'diterima', 'dengan', 'baik', 'terima', 'kasih']","['sudah', 'diterima', 'dengan', 'baik', 'terima', 'kasih']","['sudah', 'terima', 'dengan', 'baik', 'terima', 'kasih']",terima terima kasih
pengiriman ontime rasa cocok dengan selera terima kasih,5,Positive,"['pengiriman', 'ontime', 'rasa', 'cocok', 'dengan', 'selera', 'terima', 'kasih']","['pengiriman', 'tepat waktu', 'rasa', 'cocok', 'dengan', 'selera', 'terima', 'kasih']","['kirim', 'tepat waktu', 'rasa', 'cocok', 'dengan', 'selera', 'terima', 'kasih']",kirim tepat waktu cocok selera terima kasih
mantap rasanya porsi sesuai dengan harga terima kasih,5,Positive,"['mantap', 'rasanya', 'porsi', 'sesuai', 'dengan', 'harga', 'terima', 'kasih']","['mantap', 'rasanya', 'porsi', 'sesuai', 'dengan', 'harga', 'terima', 'kasih']","['mantap', 'rasa', 'porsi', 'sesuai', 'dengan', 'harga', 'terima', 'kasih']",mantap porsi sesuai harga terima kasih
enak mantap respon ok next klo ada acara bs order recomended,4,Positive,"['enak', 'mantap', 'respon', 'ok', 'next', 'klo', 'ada', 'acara', 'bs', 'order', 'recomended']","['enak', 'mantap', 'respons', 'ok', 'lanjut', 'kalau', 'ada', 'acara', 'bisa', 'beli', 'rekomendasi']","['enak', 'mantap', 'respons', 'ok', 'lanjut', 'kalau', 'ada', 'acara', 'bisa', 'beli', 'rekomendasi']",enak mantap respons ok acara beli rekomendasi
nasi tumpengnya diterima dengan baik terima kasih,5,Positive,"['nasi', 'tumpengnya', 'diterima', 'dengan', 'baik', 'terima', 'kasih']","['nasi', 'tumpengnya', 'diterima', 'dengan', 'baik', 'terima', 'kasih']","['nasi', 'tumpeng', 'terima', 'dengan', 'baik', 'terima', 'kasih']",nasi tumpeng terima terima kasih
rasa dan kualiatas nya mantap diatas ekpetasi porsinya juga sesuai dengan harganya term kasih,5,Positive,"['rasa', 'dan', 'kualiatas', 'nya', 'mantap', 'diatas', 'ekpetasi', 'porsinya', 'juga', 'sesuai', 'dengan', 'harganya', 'term', 'kasih']","['rasa', 'dan', 'kualitas', 'nya', 'mantap', 'diatas', 'harapan', 'porsi', 'juga', 'sesuai', 'dengan', 'harga', 'term', 'kasih']","['rasa', 'dan', 'kualitas', 'nya', 'mantap', 'atas', 'harap', 'porsi', 'juga', 'sesuai', 'dengan', 'harga', 'term', 'kasih']",kualitas nya mantap harap porsi sesuai harga term kasih
penjual respon cepat sesuai deskripsi recomeneddd terima kasih,5,Positive,"['penjual', 'respon', 'cepat', 'sesuai', 'deskripsi', 'recomeneddd', 'terima', 'kasih']","['penjual', 'respons', 'cepat', 'sesuai', 'deskripsi', 'recomeneddd', 'terima', 'kasih']","['jual', 'respons', 'cepat', 'sesuai', 'deskripsi', 'recomeneddd', 'terima', 'kasih']",jual respons cepat sesuai deskripsi recomeneddd terima kasih
manteb pollnasi kuningnya enak dan pulen banget urapnya juga tahan lama empal dan ayam gorengnya juga manteb sambalnya pedas dan enakresponnya manteb dan deliverynya pas banget sesuai dengan permintaan happy and recommended banget terima kasih blackstone,5,Positive,"['manteb', 'pollnasi', 'kuningnya', 'enak', 'dan', 'pulen', 'banget', 'urapnya', 'juga', 'tahan', 'lama', 'empal', 'dan', 'ayam', 'gorengnya', 'juga', 'manteb', 'sambalnya', 'pedas', 'dan', 'enakresponnya', 'manteb', 'dan', 'deliverynya', 'pas', 'banget', 'sesuai', 'dengan', 'permintaan', 'happy', 'and', 'recommended', 'banget', 'terima', 'kasih', 'blackstone']","['mantap', 'pollnasi', 'kuningnya', 'enak', 'dan', 'pulen', 'banget', 'urapnya', 'juga', 'tahan', 'lama', 'empal', 'dan', 'ayam', 'gorengnya', 'juga', 'mantap', 'sambalnya', 'pedas', 'dan', 'enakresponnya', 'mantap', 'dan', 'pengiriman', 'pas', 'banget', 'sesuai', 'dengan', 'permintaan', 'happy', 'dan', 'recommended', 'banget', 'terima', 'kasih', 'blackstone']","['mantap', 'pollnasi', 'kuning', 'enak', 'dan', 'pulen', 'banget', 'urap', 'juga', 'tahan', 'lama', 'empal', 'dan', 'ayam', 'goreng', 'juga', 'mantap', 'sambal', 'pedas', 'dan', 'enakresponnya', 'mantap', 'dan', 'kirim', 'pas', 'banget', 'sesuai', 'dengan', 'minta', 'happy', 'dan', 'recommended', 'banget', 'terima', 'kasih', 'blackstone']",mantap pollnasi kuning enak pulen banget urap tahan empal ayam goreng mantap sambal pedas enakresponnya mantap kirim pas banget sesuai happy recommended banget terima kasih blackstone
